client_id,property_id,total_price,rooms,baths,zone,yield_est,reno_cost,has_max_budget,budget_min,budget_max_num,mort_ok,rooms_exact,baths_exact,in_zone,first_time_investor,reno_bucket,label
C001,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,82678.0,1,1,1,0,0,small,0
C001,P022,86048.0,2,1,Alicante,0.055,11650.0,1,50000.0,82678.0,1,1,1,0,0,medium,0
C001,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,82678.0,1,1,1,0,0,small,0
C001,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,82678.0,1,1,1,0,0,small,0
C001,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,82678.0,1,1,1,0,0,medium,0
C005,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,108597.0,1,1,1,0,1,small,0
C005,P021,97598.0,2,2,Castellón,0.0516,19794.0,1,50000.0,108597.0,1,1,1,0,1,medium,0
C005,P022,86048.0,2,1,Alicante,0.055,11650.0,1,50000.0,108597.0,1,1,1,0,1,medium,0
C005,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,108597.0,1,1,1,0,1,small,0
C005,P036,111914.0,2,1,Illescas,0.0522,38455.0,1,50000.0,108597.0,1,1,1,0,1,high,0
C005,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,108597.0,1,1,1,1,1,small,0
C005,P049,106904.0,2,1,Anna,0.0684,4569.0,1,50000.0,108597.0,1,1,1,0,1,small,0
C005,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,108597.0,1,1,1,0,1,medium,0
C007,P012,85000.0,2,1,Xàtiva,0.0554,4113.0,1,55000.0,79094.0,0,1,1,0,1,small,0
C007,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,55000.0,79094.0,0,1,1,0,1,small,0
C007,P022,86048.0,2,1,Alicante,0.055,11650.0,1,55000.0,79094.0,0,1,1,0,1,medium,0
C007,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,55000.0,79094.0,0,1,1,0,1,small,0
C007,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,55000.0,79094.0,0,1,1,1,1,small,1
C007,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,55000.0,79094.0,0,1,1,0,1,medium,0
C010,P012,85000.0,2,1,Xàtiva,0.0554,4113.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P021,97598.0,2,2,Castellón,0.0516,19794.0,1,65000.0,108864.0,0,1,1,0,1,medium,0
C010,P022,86048.0,2,1,Alicante,0.055,11650.0,1,65000.0,108864.0,0,1,1,1,1,medium,0
C010,P028,118809.0,2,1,Murcia,0.0608,4523.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P036,111914.0,2,1,Illescas,0.0522,38455.0,1,65000.0,108864.0,0,1,1,1,1,high,0
C010,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P040,109651.0,2,1,Valencia,0.0603,38296.0,1,65000.0,108864.0,0,1,1,1,1,high,1
C010,P049,106904.0,2,1,Anna,0.0684,4569.0,1,65000.0,108864.0,0,1,1,0,1,small,0
C010,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,65000.0,108864.0,0,1,1,1,1,medium,1
C018,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,60000.0,79553.0,1,1,1,0,1,small,0
C018,P022,86048.0,2,1,Alicante,0.055,11650.0,1,60000.0,79553.0,1,1,1,0,1,medium,0
C018,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,60000.0,79553.0,1,1,1,0,1,small,0
C018,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,60000.0,79553.0,1,1,1,0,1,small,0
C018,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,60000.0,79553.0,1,1,1,1,1,medium,1
C019,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,79323.0,1,1,1,0,0,small,0
C019,P022,86048.0,2,1,Alicante,0.055,11650.0,1,50000.0,79323.0,1,1,1,0,0,medium,0
C019,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,79323.0,1,1,1,0,0,small,0
C019,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,79323.0,1,1,1,0,0,small,0
C019,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,79323.0,1,1,1,0,0,medium,0
C024,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,78127.0,1,1,1,0,1,small,0
C024,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,78127.0,1,1,1,0,1,small,0
C024,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,78127.0,1,1,1,0,1,small,0
C024,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,78127.0,1,1,1,0,1,medium,0
C025,P013,85000.0,0,1,Toledo,0.0616,4474.0,1,55000.0,96317.0,1,1,1,1,1,small,1
C025,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,55000.0,96317.0,1,1,1,0,1,small,0
C025,P019,85000.0,0,1,Murcia,0.0541,18812.0,1,55000.0,96317.0,1,1,1,1,1,medium,1
C025,P022,86048.0,2,1,Alicante,0.055,11650.0,1,55000.0,96317.0,1,1,1,0,1,medium,0
C025,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,55000.0,96317.0,1,1,1,1,1,small,1
C025,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,55000.0,96317.0,1,1,1,1,1,small,1
C025,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,55000.0,96317.0,1,1,1,0,1,medium,0
C029,P001,126966.0,0,1,Toledo,0.0509,3088.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P002,113803.0,0,1,Illescas,0.0521,18947.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C029,P010,124801.0,0,1,Illescas,0.0636,13157.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C029,P012,85000.0,2,1,Xàtiva,0.0554,4113.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P013,85000.0,0,1,Toledo,0.0616,4474.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P019,85000.0,0,1,Murcia,0.0541,18812.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C029,P022,86048.0,2,1,Alicante,0.055,11650.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C029,P025,171755.0,2,1,Sagunto,0.055,35263.0,0,50000.0,70000.0,0,1,1,0,1,high,0
C029,P028,118809.0,2,1,Murcia,0.0608,4523.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P032,85000.0,2,1,Toledo,0.0658,4243.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P036,111914.0,2,1,Illescas,0.0522,38455.0,0,50000.0,70000.0,0,1,1,0,1,high,0
C029,P037,85000.0,2,1,Murcia,0.0596,3072.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P040,109651.0,2,1,Valencia,0.0603,38296.0,0,50000.0,70000.0,0,1,1,0,1,high,0
C029,P045,108693.0,0,1,Anna,0.0579,19291.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C029,P049,106904.0,2,1,Anna,0.0684,4569.0,0,50000.0,70000.0,0,1,1,0,1,small,0
C029,P050,85000.0,2,1,Valencia,0.0688,10652.0,0,50000.0,70000.0,0,1,1,0,1,medium,0
C030,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,55000.0,100179.0,1,1,1,0,1,small,0
C030,P021,97598.0,2,2,Castellón,0.0516,19794.0,1,55000.0,100179.0,1,1,1,0,1,medium,0
C030,P022,86048.0,2,1,Alicante,0.055,11650.0,1,55000.0,100179.0,1,1,1,0,1,medium,0
C030,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,55000.0,100179.0,1,1,1,0,1,small,0
C030,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,55000.0,100179.0,1,1,1,0,1,small,0
C030,P049,106904.0,2,1,Anna,0.0684,4569.0,1,55000.0,100179.0,1,1,1,0,1,small,0
C030,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,55000.0,100179.0,1,1,1,0,1,medium,0
C033,P005,85000.0,1,2,Castellón,0.0618,15029.0,1,50000.0,79406.0,1,1,1,0,1,medium,0
C033,P007,85000.0,1,2,Alicante,0.0669,11269.0,1,50000.0,79406.0,1,1,1,0,1,medium,0
C033,P011,85000.0,1,1,Castellón,0.0672,4088.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P015,85000.0,1,1,Almoradí,0.0544,3554.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P018,85000.0,1,1,Alicante,0.0704,3642.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P026,85586.0,1,1,Alicante,0.0607,3682.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P027,85000.0,1,1,Murcia,0.0587,4442.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P033,85000.0,1,1,Murcia,0.0679,4672.0,1,50000.0,79406.0,1,1,1,0,1,small,0
C033,P041,85000.0,1,1,Valencia,0.0608,18288.0,1,50000.0,79406.0,1,1,1,0,1,medium,0
C033,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,1,50000.0,79406.0,1,1,1,1,1,small,1
C034,P005,85000.0,1,2,Castellón,0.0618,15029.0,1,60000.0,82560.0,1,1,1,0,1,medium,0
C034,P007,85000.0,1,2,Alicante,0.0669,11269.0,1,60000.0,82560.0,1,1,1,1,1,medium,1
C034,P011,85000.0,1,1,Castellón,0.0672,4088.0,1,60000.0,82560.0,1,1,1,0,1,small,0
C034,P015,85000.0,1,1,Almoradí,0.0544,3554.0,1,60000.0,82560.0,1,1,1,0,1,small,0
C034,P018,85000.0,1,1,Alicante,0.0704,3642.0,1,60000.0,82560.0,1,1,1,1,1,small,1
C034,P026,85586.0,1,1,Alicante,0.0607,3682.0,1,60000.0,82560.0,1,1,1,1,1,small,1
C034,P027,85000.0,1,1,Murcia,0.0587,4442.0,1,60000.0,82560.0,1,1,1,0,1,small,0
C034,P033,85000.0,1,1,Murcia,0.0679,4672.0,1,60000.0,82560.0,1,1,1,0,1,small,0
C034,P041,85000.0,1,1,Valencia,0.0608,18288.0,1,60000.0,82560.0,1,1,1,1,1,medium,1
C034,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,1,60000.0,82560.0,1,1,1,0,1,small,0
C036,P013,85000.0,0,1,Toledo,0.0616,4474.0,1,50000.0,79908.0,1,1,1,0,1,small,0
C036,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,79908.0,1,1,1,0,1,small,0
C036,P019,85000.0,0,1,Murcia,0.0541,18812.0,1,50000.0,79908.0,1,1,1,1,1,medium,0
C036,P022,86048.0,2,1,Alicante,0.055,11650.0,1,50000.0,79908.0,1,1,1,0,1,medium,0
C036,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,79908.0,1,1,1,0,1,small,0
C036,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,79908.0,1,1,1,1,1,small,0
C036,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,79908.0,1,1,1,0,1,medium,0
C038,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,65000.0,103971.0,1,1,1,0,1,small,0
C038,P021,97598.0,2,2,Castellón,0.0516,19794.0,1,65000.0,103971.0,1,1,1,0,1,medium,0
C038,P022,86048.0,2,1,Alicante,0.055,11650.0,1,65000.0,103971.0,1,1,1,0,1,medium,0
C038,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,65000.0,103971.0,1,1,1,0,1,small,0
C038,P036,111914.0,2,1,Illescas,0.0522,38455.0,1,65000.0,103971.0,1,1,1,0,1,high,0
C038,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,65000.0,103971.0,1,1,1,0,1,small,0
C038,P049,106904.0,2,1,Anna,0.0684,4569.0,1,65000.0,103971.0,1,1,1,1,1,small,1
C038,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,65000.0,103971.0,1,1,1,0,1,medium,0
C039,P005,85000.0,1,2,Castellón,0.0618,15029.0,1,50000.0,78086.0,1,1,1,0,1,medium,0
C039,P007,85000.0,1,2,Alicante,0.0669,11269.0,1,50000.0,78086.0,1,1,1,0,1,medium,0
C039,P011,85000.0,1,1,Castellón,0.0672,4088.0,1,50000.0,78086.0,1,1,1,0,1,small,0
C039,P015,85000.0,1,1,Almoradí,0.0544,3554.0,1,50000.0,78086.0,1,1,1,0,1,small,0
C039,P018,85000.0,1,1,Alicante,0.0704,3642.0,1,50000.0,78086.0,1,1,1,0,1,small,0
C039,P026,85586.0,1,1,Alicante,0.0607,3682.0,1,50000.0,78086.0,1,1,1,0,1,small,0
C039,P027,85000.0,1,1,Murcia,0.0587,4442.0,1,50000.0,78086.0,1,1,1,1,1,small,0
C039,P033,85000.0,1,1,Murcia,0.0679,4672.0,1,50000.0,78086.0,1,1,1,1,1,small,1
C039,P041,85000.0,1,1,Valencia,0.0608,18288.0,1,50000.0,78086.0,1,1,1,0,1,medium,0
C039,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,1,50000.0,78086.0,1,1,1,0,1,small,0
C040,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,60000.0,79411.0,1,1,1,0,1,small,0
C040,P022,86048.0,2,1,Alicante,0.055,11650.0,1,60000.0,79411.0,1,1,1,0,1,medium,0
C040,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,60000.0,79411.0,1,1,1,0,1,small,0
C040,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,60000.0,79411.0,1,1,1,0,1,small,0
C040,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,60000.0,79411.0,1,1,1,0,1,medium,0
C041,P001,126966.0,0,1,Toledo,0.0509,3088.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P002,113803.0,0,1,Illescas,0.0521,18947.0,0,55000.0,75000.0,1,1,1,1,1,medium,0
C041,P010,124801.0,0,1,Illescas,0.0636,13157.0,0,55000.0,75000.0,1,1,1,1,1,medium,1
C041,P013,85000.0,0,1,Toledo,0.0616,4474.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P019,85000.0,0,1,Murcia,0.0541,18812.0,0,55000.0,75000.0,1,1,1,0,1,medium,0
C041,P021,97598.0,2,2,Castellón,0.0516,19794.0,0,55000.0,75000.0,1,1,1,0,1,medium,0
C041,P022,86048.0,2,1,Alicante,0.055,11650.0,0,55000.0,75000.0,1,1,1,0,1,medium,0
C041,P025,171755.0,2,1,Sagunto,0.055,35263.0,0,55000.0,75000.0,1,1,1,0,1,high,0
C041,P032,85000.0,2,1,Toledo,0.0658,4243.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P036,111914.0,2,1,Illescas,0.0522,38455.0,0,55000.0,75000.0,1,1,1,1,1,high,0
C041,P037,85000.0,2,1,Murcia,0.0596,3072.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P045,108693.0,0,1,Anna,0.0579,19291.0,0,55000.0,75000.0,1,1,1,0,1,medium,0
C041,P046,85000.0,0,2,Sagunto,0.0511,4569.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P049,106904.0,2,1,Anna,0.0684,4569.0,0,55000.0,75000.0,1,1,1,0,1,small,0
C041,P050,85000.0,2,1,Valencia,0.0688,10652.0,0,55000.0,75000.0,1,1,1,1,1,medium,1
C042,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,1,50000.0,77407.0,1,1,1,0,1,small,0
C042,P032,85000.0,2,1,Toledo,0.0658,4243.0,1,50000.0,77407.0,1,1,1,0,1,small,0
C042,P037,85000.0,2,1,Murcia,0.0596,3072.0,1,50000.0,77407.0,1,1,1,0,1,small,0
C042,P050,85000.0,2,1,Valencia,0.0688,10652.0,1,50000.0,77407.0,1,1,1,0,1,medium,0
C045,P003,156187.0,1,1,Anna,0.0621,3914.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P004,96378.0,1,2,Illescas,0.0575,37410.0,0,50000.0,70000.0,1,1,1,1,1,high,1
C045,P005,85000.0,1,2,Castellón,0.0618,15029.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P006,102295.0,1,1,Sagunto,0.071,13201.0,0,50000.0,70000.0,1,1,1,1,1,medium,1
C045,P007,85000.0,1,2,Alicante,0.0669,11269.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P008,112187.0,1,1,Illescas,0.0587,4038.0,0,50000.0,70000.0,1,1,1,1,1,small,1
C045,P011,85000.0,1,1,Castellón,0.0672,4088.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P015,85000.0,1,1,Almoradí,0.0544,3554.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P016,101352.0,1,1,Sagunto,0.057,3303.0,0,50000.0,70000.0,1,1,1,1,1,small,1
C045,P018,85000.0,1,1,Alicante,0.0704,3642.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P024,101264.0,1,1,Illescas,0.0567,3901.0,0,50000.0,70000.0,1,1,1,1,1,small,1
C045,P026,85586.0,1,1,Alicante,0.0607,3682.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P027,85000.0,1,1,Murcia,0.0587,4442.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P031,92026.0,1,1,Valencia,0.0542,10995.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P033,85000.0,1,1,Murcia,0.0679,4672.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C045,P035,94423.0,1,1,Almoradí,0.051,36759.0,0,50000.0,70000.0,1,1,1,0,1,high,0
C045,P038,182144.0,1,1,Castellón,0.0549,12230.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P039,127203.0,1,1,Murcia,0.0569,35294.0,0,50000.0,70000.0,1,1,1,0,1,high,0
C045,P041,85000.0,1,1,Valencia,0.0608,18288.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P042,134225.0,1,1,Xàtiva,0.0668,19733.0,0,50000.0,70000.0,1,1,1,0,1,medium,0
C045,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,0,50000.0,70000.0,1,1,1,0,1,small,0
C047,P005,85000.0,1,2,Castellón,0.0618,15029.0,1,60000.0,78062.0,1,1,1,0,1,medium,0
C047,P007,85000.0,1,2,Alicante,0.0669,11269.0,1,60000.0,78062.0,1,1,1,0,1,medium,0
C047,P011,85000.0,1,1,Castellón,0.0672,4088.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P015,85000.0,1,1,Almoradí,0.0544,3554.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P018,85000.0,1,1,Alicante,0.0704,3642.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P026,85586.0,1,1,Alicante,0.0607,3682.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P027,85000.0,1,1,Murcia,0.0587,4442.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P033,85000.0,1,1,Murcia,0.0679,4672.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C047,P041,85000.0,1,1,Valencia,0.0608,18288.0,1,60000.0,78062.0,1,1,1,0,1,medium,0
C047,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,1,60000.0,78062.0,1,1,1,0,1,small,0
C054,P003,156187.0,1,1,Anna,0.0621,3914.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P004,96378.0,1,2,Illescas,0.0575,37410.0,0,55000.0,75000.0,0,1,1,0,1,high,0
C054,P005,85000.0,1,2,Castellón,0.0618,15029.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P006,102295.0,1,1,Sagunto,0.071,13201.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P007,85000.0,1,2,Alicante,0.0669,11269.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P008,112187.0,1,1,Illescas,0.0587,4038.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P011,85000.0,1,1,Castellón,0.0672,4088.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P012,85000.0,2,1,Xàtiva,0.0554,4113.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P015,85000.0,1,1,Almoradí,0.0544,3554.0,0,55000.0,75000.0,0,1,1,1,1,small,1
C054,P016,101352.0,1,1,Sagunto,0.057,3303.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P017,85000.0,2,1,Xàtiva,0.0634,4540.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P018,85000.0,1,1,Alicante,0.0704,3642.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P021,97598.0,2,2,Castellón,0.0516,19794.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P022,86048.0,2,1,Alicante,0.055,11650.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P024,101264.0,1,1,Illescas,0.0567,3901.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P025,171755.0,2,1,Sagunto,0.055,35263.0,0,55000.0,75000.0,0,1,1,0,1,high,0
C054,P026,85586.0,1,1,Alicante,0.0607,3682.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P027,85000.0,1,1,Murcia,0.0587,4442.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P028,118809.0,2,1,Murcia,0.0608,4523.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P031,92026.0,1,1,Valencia,0.0542,10995.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P032,85000.0,2,1,Toledo,0.0658,4243.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P033,85000.0,1,1,Murcia,0.0679,4672.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P035,94423.0,1,1,Almoradí,0.051,36759.0,0,55000.0,75000.0,0,1,1,1,1,high,1
C054,P036,111914.0,2,1,Illescas,0.0522,38455.0,0,55000.0,75000.0,0,1,1,0,1,high,0
C054,P037,85000.0,2,1,Murcia,0.0596,3072.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P038,182144.0,1,1,Castellón,0.0549,12230.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P039,127203.0,1,1,Murcia,0.0569,35294.0,0,55000.0,75000.0,0,1,1,0,1,high,0
C054,P040,109651.0,2,1,Valencia,0.0603,38296.0,0,55000.0,75000.0,0,1,1,0,1,high,0
C054,P041,85000.0,1,1,Valencia,0.0608,18288.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P042,134225.0,1,1,Xàtiva,0.0668,19733.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C054,P048,85000.0,1,1,Xàtiva,0.0531,4166.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P049,106904.0,2,1,Anna,0.0684,4569.0,0,55000.0,75000.0,0,1,1,0,1,small,0
C054,P050,85000.0,2,1,Valencia,0.0688,10652.0,0,55000.0,75000.0,0,1,1,0,1,medium,0
C055,P004,96378.0,1,2,Illescas,0.0575,37410.0,1,50000.0,102499.0,1,1,1,0,0,high,0
C055,P005,85000.0,1,2,Castellón,0.0618,15029.0,1,50000.0,102499.0,1,1,1,0,0,medium,0
C055,P006,102295.0,1,1,Sagunto,0.071,13201.0,1,50000.0,102499.0,1,1,1,0,0,medium,0
C055,P007,85000.0,1,2,Alicante,0.0669,11269.0,1,50000.0,102499.0,1,1,1,0,0,medium,0
